MSOA11CD,RGN11NM
E02002096,West Midlands
E02002107,West Midlands
E02002087,West Midlands
E02002114,West Midlands
E02002119,West Midlands
E02002148,West Midlands
E02002129,West Midlands
E02002128,West Midlands
E02002123,West Midlands
E02002135,West Midlands
E02002143,West Midlands
E02002140,West Midlands
E02002139,West Midlands
E02002133,West Midlands
E02002127,West Midlands
E02002124,West Midlands
E02002118,West Midlands
E02002116,West Midlands
E02002117,West Midlands
E02002112,West Midlands
E02002141,West Midlands
E02002125,West Midlands
E02002120,West Midlands
E02002126,West Midlands
E02002130,West Midlands
E02002147,West Midlands
E02002145,West Midlands
E02002138,West Midlands
E02002132,West Midlands
E02002144,West Midlands
E02002137,West Midlands
E02002136,West Midlands
E02002134,West Midlands
E02002115,West Midlands
E02002131,West Midlands
E02002113,West Midlands
E02002142,West Midlands
E02002122,West Midlands
E02002121,West Midlands
E02002111,West Midlands
E02002146,West Midlands
E02002110,West Midlands
E02002175,West Midlands
E02002170,West Midlands
E02002164,West Midlands
E02002149,West Midlands
E02002178,West Midlands
E02002157,West Midlands
E02002176,West Midlands
E02002153,West Midlands
E02002171,West Midlands
E02002181,West Midlands
E02002177,West Midlands
E02002158,West Midlands
E02002162,West Midlands
E02002150,West Midlands
E02002161,West Midlands
E02002154,West Midlands
E02002169,West Midlands
E02006894,West Midlands
E02002166,West Midlands
E02002152,West Midlands
E02002156,West Midlands
E02002160,West Midlands
E02002155,West Midlands
E02002159,West Midlands
E02002165,West Midlands
E02002179,West Midlands
E02002180,West Midlands
E02002167,West Midlands
E02002163,West Midlands
E02002168,West Midlands
E02002151,West Midlands
E02002182,West Midlands
E02002174,West Midlands
E02002218,Yorkshire and The Humber
E02002225,Yorkshire and The Humber
E02002219,Yorkshire and The Humber
E02002215,Yorkshire and The Humber
E02002212,Yorkshire and The Humber
E02002239,Yorkshire and The Humber
E02002204,Yorkshire and The Humber
E02002183,Yorkshire and The Humber
E02002217,Yorkshire and The Humber
E02002214,Yorkshire and The Humber
E02002236,Yorkshire and The Humber
E02002222,Yorkshire and The Humber
E02002206,Yorkshire and The Humber
E02002231,Yorkshire and The Humber
E02002184,Yorkshire and The Humber
E02002205,Yorkshire and The Humber
E02002195,Yorkshire and The Humber
E02002192,Yorkshire and The Humber
E02002200,Yorkshire and The Humber
E02002189,Yorkshire and The Humber
E02002185,Yorkshire and The Humber
E02002187,Yorkshire and The Humber
E02002235,Yorkshire and The Humber
E02002211,Yorkshire and The Humber
E02002188,Yorkshire and The Humber
E02002197,Yorkshire and The Humber
E02002213,Yorkshire and The Humber
E02002229,Yorkshire and The Humber
E02002186,Yorkshire and The Humber
E02002208,Yorkshire and The Humber
E02002201,Yorkshire and The Humber
E02002194,Yorkshire and The Humber
E02002193,Yorkshire and The Humber
E02002191,Yorkshire and The Humber
E02002242,Yorkshire and The Humber
E02002240,Yorkshire and The Humber
E02002202,Yorkshire and The Humber
E02002243,Yorkshire and The Humber
E02002210,Yorkshire and The Humber
E02002228,Yorkshire and The Humber
E02002227,Yorkshire and The Humber
E02002232,Yorkshire and The Humber
E02002221,Yorkshire and The Humber
E02002198,Yorkshire and The Humber
E02002199,Yorkshire and The Humber
E02002237,Yorkshire and The Humber
E02002223,Yorkshire and The Humber
E02002190,Yorkshire and The Humber
E02002238,Yorkshire and The Humber
E02002203,Yorkshire and The Humber
E02002207,Yorkshire and The Humber
E02002216,Yorkshire and The Humber
E02002230,Yorkshire and The Humber
E02002226,Yorkshire and The Humber
E02002196,Yorkshire and The Humber
E02002234,Yorkshire and The Humber
E02002241,Yorkshire and The Humber
E02002209,Yorkshire and The Humber
E02002224,Yorkshire and The Humber
E02002220,Yorkshire and The Humber
E02002233,Yorkshire and The Humber
E02002244,Yorkshire and The Humber
E02002263,Yorkshire and The Humber
E02002251,Yorkshire and The Humber
E02002250,Yorkshire and The Humber
E02002253,Yorkshire and The Humber
E02002270,Yorkshire and The Humber
E02002247,Yorkshire and The Humber
E02002257,Yorkshire and The Humber
E02002246,Yorkshire and The Humber
E02002249,Yorkshire and The Humber
E02002260,Yorkshire and The Humber
E02002256,Yorkshire and The Humber
E02002267,Yorkshire and The Humber
E02002268,Yorkshire and The Humber
E02002264,Yorkshire and The Humber
E02002259,Yorkshire and The Humber
E02002262,Yorkshire and The Humber
E02002252,Yorkshire and The Humber
E02002245,Yorkshire and The Humber
E02002269,Yorkshire and The Humber
E02002258,Yorkshire and The Humber
E02002266,Yorkshire and The Humber
E02002248,Yorkshire and The Humber
E02002255,Yorkshire and The Humber
E02002265,Yorkshire and The Humber
E02002261,Yorkshire and The Humber
E02002254,Yorkshire and The Humber
E02002305,Yorkshire and The Humber
E02002308,Yorkshire and The Humber
E02002295,Yorkshire and The Humber
E02002281,Yorkshire and The Humber
E02002292,Yorkshire and The Humber
E02002285,Yorkshire and The Humber
E02002287,Yorkshire and The Humber
E02002323,Yorkshire and The Humber
E02002289,Yorkshire and The Humber
E02002325,Yorkshire and The Humber
E02002309,Yorkshire and The Humber
E02002294,Yorkshire and The Humber
E02002301,Yorkshire and The Humber
E02002321,Yorkshire and The Humber
E02002306,Yorkshire and The Humber
E02002272,Yorkshire and The Humber
E02002290,Yorkshire and The Humber
E02002296,Yorkshire and The Humber
E02002314,Yorkshire and The Humber
E02002291,Yorkshire and The Humber
E02002276,Yorkshire and The Humber
E02002310,Yorkshire and The Humber
E02002283,Yorkshire and The Humber
E02002282,Yorkshire and The Humber
E02002286,Yorkshire and The Humber
E02002297,Yorkshire and The Humber
E02002299,Yorkshire and The Humber
E02002317,Yorkshire and The Humber
E02002303,Yorkshire and The Humber
E02002274,Yorkshire and The Humber
E02002271,Yorkshire and The Humber
E02002278,Yorkshire and The Humber
E02002279,Yorkshire and The Humber
E02002275,Yorkshire and The Humber
E02002298,Yorkshire and The Humber
E02002273,Yorkshire and The Humber
E02002319,Yorkshire and The Humber
E02002322,Yorkshire and The Humber
E02002324,Yorkshire and The Humber
E02002326,Yorkshire and The Humber
E02002288,Yorkshire and The Humber
E02002328,Yorkshire and The Humber
E02002284,Yorkshire and The Humber
E02002327,Yorkshire and The Humber
E02002313,Yorkshire and The Humber
E02002312,Yorkshire and The Humber
E02002304,Yorkshire and The Humber
E02002300,Yorkshire and The Humber
E02002318,Yorkshire and The Humber
E02002320,Yorkshire and The Humber
E02002307,Yorkshire and The Humber
E02002277,Yorkshire and The Humber
E02002302,Yorkshire and The Humber
E02002311,Yorkshire and The Humber
E02002315,Yorkshire and The Humber
E02002329,Yorkshire and The Humber
E02002293,Yorkshire and The Humber
E02002316,Yorkshire and The Humber
E02002280,Yorkshire and The Humber
E02002420,Yorkshire and The Humber
E02002389,Yorkshire and The Humber
E02002363,Yorkshire and The Humber
E02002371,Yorkshire and The Humber
E02002348,Yorkshire and The Humber
E02002369,Yorkshire and The Humber
E02002366,Yorkshire and The Humber
E02002376,Yorkshire and The Humber
E02002360,Yorkshire and The Humber
E02002412,Yorkshire and The Humber
E02002418,Yorkshire and The Humber
E02002403,Yorkshire and The Humber
E02002386,Yorkshire and The Humber
E02002356,Yorkshire and The Humber
E02002352,Yorkshire and The Humber
E02002433,Yorkshire and The Humber
E02002436,Yorkshire and The Humber
E02002333,Yorkshire and The Humber
E02002332,Yorkshire and The Humber
E02002405,Yorkshire and The Humber
E02002408,Yorkshire and The Humber
E02002331,Yorkshire and The Humber
E02002337,Yorkshire and The Humber
E02002359,Yorkshire and The Humber
E02002342,Yorkshire and The Humber
E02002345,Yorkshire and The Humber
E02002406,Yorkshire and The Humber
E02002402,Yorkshire and The Humber
E02002350,Yorkshire and The Humber
E02002422,Yorkshire and The Humber
E02002341,Yorkshire and The Humber
E02002343,Yorkshire and The Humber
E02002336,Yorkshire and The Humber
E02002427,Yorkshire and The Humber
E02002426,Yorkshire and The Humber
E02002361,Yorkshire and The Humber
E02002353,Yorkshire and The Humber
E02002349,Yorkshire and The Humber
E02002335,Yorkshire and The Humber
E02002404,Yorkshire and The Humber
E02002358,Yorkshire and The Humber
E02002410,Yorkshire and The Humber
E02002367,Yorkshire and The Humber
E02002384,Yorkshire and The Humber
E02002382,Yorkshire and The Humber
E02002339,Yorkshire and The Humber
E02002417,Yorkshire and The Humber
E02002338,Yorkshire and The Humber
E02002425,Yorkshire and The Humber
E02002424,Yorkshire and The Humber
E02002437,Yorkshire and The Humber
E02002330,Yorkshire and The Humber
E02002351,Yorkshire and The Humber
E02002334,Yorkshire and The Humber
E02002340,Yorkshire and The Humber
E02002396,Yorkshire and The Humber
E02002388,Yorkshire and The Humber
E02002416,Yorkshire and The Humber
E02002357,Yorkshire and The Humber
E02002377,Yorkshire and The Humber
E02002393,Yorkshire and The Humber
E02002373,Yorkshire and The Humber
E02002400,Yorkshire and The Humber
E02002429,Yorkshire and The Humber
E02002374,Yorkshire and The Humber
E02002419,Yorkshire and The Humber
E02006852,Yorkshire and The Humber
E02002362,Yorkshire and The Humber
E02002381,Yorkshire and The Humber
E02002380,Yorkshire and The Humber
E02002387,Yorkshire and The Humber
E02002432,Yorkshire and The Humber
E02002398,Yorkshire and The Humber
E02002434,Yorkshire and The Humber
E02002431,Yorkshire and The Humber
E02002368,Yorkshire and The Humber
E02002391,Yorkshire and The Humber
E02002397,Yorkshire and The Humber
E02002401,Yorkshire and The Humber
E02002394,Yorkshire and The Humber
E02002354,Yorkshire and The Humber
E02002409,Yorkshire and The Humber
E02002428,Yorkshire and The Humber
E02002347,Yorkshire and The Humber
E02002383,Yorkshire and The Humber
E02002385,Yorkshire and The Humber
E02002392,Yorkshire and The Humber
E02002415,Yorkshire and The Humber
E02002430,Yorkshire and The Humber
E02002411,Yorkshire and The Humber
E02002421,Yorkshire and The Humber
E02006876,Yorkshire and The Humber
E02002344,Yorkshire and The Humber
E02002395,Yorkshire and The Humber
E02002346,Yorkshire and The Humber
E02002414,Yorkshire and The Humber
E02002364,Yorkshire and The Humber
E02002370,Yorkshire and The Humber
E02002407,Yorkshire and The Humber
E02002390,Yorkshire and The Humber
E02002435,Yorkshire and The Humber
E02002375,Yorkshire and The Humber
E02006861,Yorkshire and The Humber
E02002399,Yorkshire and The Humber
E02002423,Yorkshire and The Humber
E02006875,Yorkshire and The Humber
E02002379,Yorkshire and The Humber
E02002454,Yorkshire and The Humber
E02002453,Yorkshire and The Humber
E02002480,Yorkshire and The Humber
E02002460,Yorkshire and The Humber
E02002444,Yorkshire and The Humber
E02002482,Yorkshire and The Humber
E02002457,Yorkshire and The Humber
E02002467,Yorkshire and The Humber
E02002441,Yorkshire and The Humber
E02002466,Yorkshire and The Humber
E02002455,Yorkshire and The Humber
E02002452,Yorkshire and The Humber
E02002478,Yorkshire and The Humber
E02002446,Yorkshire and The Humber
E02002445,Yorkshire and The Humber
E02002451,Yorkshire and The Humber
E02002474,Yorkshire and The Humber
E02002475,Yorkshire and The Humber
E02002442,Yorkshire and The Humber
E02002471,Yorkshire and The Humber
E02002465,Yorkshire and The Humber
E02002456,Yorkshire and The Humber
E02002470,Yorkshire and The Humber
E02002440,Yorkshire and The Humber
E02002469,Yorkshire and The Humber
E02002464,Yorkshire and The Humber
E02002461,Yorkshire and The Humber
E02002479,Yorkshire and The Humber
E02002477,Yorkshire and The Humber
E02002468,Yorkshire and The Humber
E02002447,Yorkshire and The Humber
E02002448,Yorkshire and The Humber
